ref_date,region,annual_percent_increase
"1960-10-01 00:00:00","New Brunswick",1.20
"1961-01-01 00:00:00","New Brunswick",1.37
"1961-04-01 00:00:00","New Brunswick",1.53
"1961-07-01 00:00:00","New Brunswick",1.70
"1961-10-01 00:00:00","New Brunswick",1.52
"1962-01-01 00:00:00","New Brunswick",1.52
"1962-04-01 00:00:00","New Brunswick",1.34
"1962-07-01 00:00:00","New Brunswick",1.00
"1962-10-01 00:00:00","New Brunswick",1.17
"1963-01-01 00:00:00","New Brunswick",0.83
"1963-04-01 00:00:00","New Brunswick",0.66
"1963-07-01 00:00:00","New Brunswick",0.66
"1963-10-01 00:00:00","New Brunswick",0.33
"1964-01-01 00:00:00","New Brunswick",0.33
"1964-04-01 00:00:00","New Brunswick",0.33
"1964-07-01 00:00:00","New Brunswick",0.49
"1964-10-01 00:00:00","New Brunswick",0.49
"1965-01-01 00:00:00","New Brunswick",0.66
"1965-04-01 00:00:00","New Brunswick",0.66
"1965-07-01 00:00:00","New Brunswick",0.49
"1965-10-01 00:00:00","New Brunswick",0.65
"1966-01-01 00:00:00","New Brunswick",0.49
"1966-04-01 00:00:00","New Brunswick",0.33
"1966-07-01 00:00:00","New Brunswick",0.33
"1966-10-01 00:00:00","New Brunswick",0.16
"1967-01-01 00:00:00","New Brunswick",0.32
"1967-04-01 00:00:00","New Brunswick",0.49
"1967-07-01 00:00:00","New Brunswick",0.65
"1967-10-01 00:00:00","New Brunswick",0.81
"1968-01-01 00:00:00","New Brunswick",0.81
"1968-04-01 00:00:00","New Brunswick",0.81
"1968-07-01 00:00:00","New Brunswick",0.81
"1968-10-01 00:00:00","New Brunswick",0.96
"1969-01-01 00:00:00","New Brunswick",0.64
"1969-04-01 00:00:00","New Brunswick",0.48
"1969-07-01 00:00:00","New Brunswick",0.32
"1969-10-01 00:00:00","New Brunswick",0.00
"1970-01-01 00:00:00","New Brunswick",-0.32
"1970-04-01 00:00:00","New Brunswick",-0.16
"1970-07-01 00:00:00","New Brunswick",0.00
"1970-10-01 00:00:00","New Brunswick",0.00
"1971-01-01 00:00:00","New Brunswick",0.80
"1971-04-01 00:00:00","New Brunswick",1.12
"1971-07-01 00:00:00","New Brunswick",2.30
"1971-10-01 00:00:00","New Brunswick",2.66
"1972-01-01 00:00:00","New Brunswick",2.59
"1972-04-01 00:00:00","New Brunswick",2.38
"1972-07-01 00:00:00","New Brunswick",0.98
"1972-10-01 00:00:00","New Brunswick",1.00
"1973-01-01 00:00:00","New Brunswick",0.95
"1973-04-01 00:00:00","New Brunswick",1.18
"1973-07-01 00:00:00","New Brunswick",1.23
"1973-10-01 00:00:00","New Brunswick",1.15
"1974-01-01 00:00:00","New Brunswick",1.31
"1974-04-01 00:00:00","New Brunswick",1.04
"1974-07-01 00:00:00","New Brunswick",1.22
"1974-10-01 00:00:00","New Brunswick",1.64
"1975-01-01 00:00:00","New Brunswick",1.53
"1975-04-01 00:00:00","New Brunswick",1.71
"1975-07-01 00:00:00","New Brunswick",1.84
"1975-10-01 00:00:00","New Brunswick",1.88
"1976-01-01 00:00:00","New Brunswick",2.09
"1976-04-01 00:00:00","New Brunswick",2.02
"1976-07-01 00:00:00","New Brunswick",1.84
"1976-10-01 00:00:00","New Brunswick",1.30
"1977-01-01 00:00:00","New Brunswick",0.97
"1977-04-01 00:00:00","New Brunswick",0.88
"1977-07-01 00:00:00","New Brunswick",0.92
"1977-10-01 00:00:00","New Brunswick",0.79
"1978-01-01 00:00:00","New Brunswick",0.73
"1978-04-01 00:00:00","New Brunswick",0.62
"1978-07-01 00:00:00","New Brunswick",0.53
"1978-10-01 00:00:00","New Brunswick",0.51
"1979-01-01 00:00:00","New Brunswick",0.48
"1979-04-01 00:00:00","New Brunswick",0.49
"1979-07-01 00:00:00","New Brunswick",0.52
"1979-10-01 00:00:00","New Brunswick",0.44
"1980-01-01 00:00:00","New Brunswick",0.47
"1980-04-01 00:00:00","New Brunswick",0.46
"1980-07-01 00:00:00","New Brunswick",0.44
"1980-10-01 00:00:00","New Brunswick",0.31
"1981-01-01 00:00:00","New Brunswick",0.17
"1981-04-01 00:00:00","New Brunswick",0.11
"1981-07-01 00:00:00","New Brunswick",0.03
"1981-10-01 00:00:00","New Brunswick",0.11
"1982-01-01 00:00:00","New Brunswick",0.12
"1982-04-01 00:00:00","New Brunswick",0.13
"1982-07-01 00:00:00","New Brunswick",0.14
"1982-10-01 00:00:00","New Brunswick",0.55
"1983-01-01 00:00:00","New Brunswick",0.77
"1983-04-01 00:00:00","New Brunswick",0.87
"1983-07-01 00:00:00","New Brunswick",1.04
"1983-10-01 00:00:00","New Brunswick",0.93
"1984-01-01 00:00:00","New Brunswick",0.90
"1984-04-01 00:00:00","New Brunswick",0.88
"1984-07-01 00:00:00","New Brunswick",0.79
"1984-10-01 00:00:00","New Brunswick",0.69
"1985-01-01 00:00:00","New Brunswick",0.63
"1985-04-01 00:00:00","New Brunswick",0.53
"1985-07-01 00:00:00","New Brunswick",0.39
"1985-10-01 00:00:00","New Brunswick",0.34
"1986-01-01 00:00:00","New Brunswick",0.32
"1986-04-01 00:00:00","New Brunswick",0.28
"1986-07-01 00:00:00","New Brunswick",0.24
"1986-10-01 00:00:00","New Brunswick",0.19
"1987-01-01 00:00:00","New Brunswick",0.15
"1987-04-01 00:00:00","New Brunswick",0.29
"1987-07-01 00:00:00","New Brunswick",0.38
"1987-10-01 00:00:00","New Brunswick",0.39
"1988-01-01 00:00:00","New Brunswick",0.42
"1988-04-01 00:00:00","New Brunswick",0.35
"1988-07-01 00:00:00","New Brunswick",0.35
"1988-10-01 00:00:00","New Brunswick",0.49
"1989-01-01 00:00:00","New Brunswick",0.56
"1989-04-01 00:00:00","New Brunswick",0.66
"1989-07-01 00:00:00","New Brunswick",0.65
"1989-10-01 00:00:00","New Brunswick",0.64
"1990-01-01 00:00:00","New Brunswick",0.66
"1990-04-01 00:00:00","New Brunswick",0.66
"1990-07-01 00:00:00","New Brunswick",0.68
"1990-10-01 00:00:00","New Brunswick",0.76
"1991-01-01 00:00:00","New Brunswick",0.80
"1991-04-01 00:00:00","New Brunswick",0.74
"1991-07-01 00:00:00","New Brunswick",0.73
"1991-10-01 00:00:00","New Brunswick",0.53
"1992-01-01 00:00:00","New Brunswick",0.45
"1992-04-01 00:00:00","New Brunswick",0.41
"1992-07-01 00:00:00","New Brunswick",0.34
"1992-10-01 00:00:00","New Brunswick",0.25
"1993-01-01 00:00:00","New Brunswick",0.18
"1993-04-01 00:00:00","New Brunswick",0.15
"1993-07-01 00:00:00","New Brunswick",0.09
"1993-10-01 00:00:00","New Brunswick",0.23
"1994-01-01 00:00:00","New Brunswick",0.22
"1994-04-01 00:00:00","New Brunswick",0.15
"1994-07-01 00:00:00","New Brunswick",0.18
"1994-10-01 00:00:00","New Brunswick",0.16
"1995-01-01 00:00:00","New Brunswick",0.17
"1995-04-01 00:00:00","New Brunswick",0.16
"1995-07-01 00:00:00","New Brunswick",0.10
"1995-10-01 00:00:00","New Brunswick",0.07
"1996-01-01 00:00:00","New Brunswick",0.10
"1996-04-01 00:00:00","New Brunswick",0.16
"1996-07-01 00:00:00","New Brunswick",0.18
"1996-10-01 00:00:00","New Brunswick",0.18
"1997-01-01 00:00:00","New Brunswick",0.10
"1997-04-01 00:00:00","New Brunswick",0.08
"1997-07-01 00:00:00","New Brunswick",0.03
"1997-10-01 00:00:00","New Brunswick",-0.04
"1998-01-01 00:00:00","New Brunswick",-0.05
"1998-04-01 00:00:00","New Brunswick",-0.18
"1998-07-01 00:00:00","New Brunswick",-0.26
"1998-10-01 00:00:00","New Brunswick",-0.20
"1999-01-01 00:00:00","New Brunswick",-0.24
"1999-04-01 00:00:00","New Brunswick",-0.13
"1999-07-01 00:00:00","New Brunswick",0.01
"1999-10-01 00:00:00","New Brunswick",-0.01
"2000-01-01 00:00:00","New Brunswick",0.09
"2000-04-01 00:00:00","New Brunswick",0.06
"2000-07-01 00:00:00","New Brunswick",-0.01
"2000-10-01 00:00:00","New Brunswick",-0.05
"2001-01-01 00:00:00","New Brunswick",-0.14
"2001-04-01 00:00:00","New Brunswick",-0.10
"2001-07-01 00:00:00","New Brunswick",-0.09
"2001-10-01 00:00:00","New Brunswick",-0.13
"2002-01-01 00:00:00","New Brunswick",-0.14
"2002-04-01 00:00:00","New Brunswick",-0.13
"2002-07-01 00:00:00","New Brunswick",-0.06
"2002-10-01 00:00:00","New Brunswick",0.02
"2003-01-01 00:00:00","New Brunswick",0.08
"2003-04-01 00:00:00","New Brunswick",0.07
"2003-07-01 00:00:00","New Brunswick",0.01
"2003-10-01 00:00:00","New Brunswick",0.01
"2004-01-01 00:00:00","New Brunswick",-0.01
"2004-04-01 00:00:00","New Brunswick",0.01
"2004-07-01 00:00:00","New Brunswick",0.00
"2004-10-01 00:00:00","New Brunswick",-0.03
"2005-01-01 00:00:00","New Brunswick",-0.02
"2005-04-01 00:00:00","New Brunswick",-0.09
"2005-07-01 00:00:00","New Brunswick",-0.18
"2005-10-01 00:00:00","New Brunswick",-0.21
"2006-01-01 00:00:00","New Brunswick",-0.27
"2006-04-01 00:00:00","New Brunswick",-0.32
"2006-07-01 00:00:00","New Brunswick",-0.33
"2006-10-01 00:00:00","New Brunswick",-0.36
"2007-01-01 00:00:00","New Brunswick",-0.29
"2007-04-01 00:00:00","New Brunswick",-0.19
"2007-07-01 00:00:00","New Brunswick",-0.03
"2007-10-01 00:00:00","New Brunswick",0.16
"2008-01-01 00:00:00","New Brunswick",0.19
"2008-04-01 00:00:00","New Brunswick",0.21
"2008-07-01 00:00:00","New Brunswick",0.19
"2008-10-01 00:00:00","New Brunswick",0.22
"2009-01-01 00:00:00","New Brunswick",0.28
"2009-04-01 00:00:00","New Brunswick",0.35
"2009-07-01 00:00:00","New Brunswick",0.41
"2009-10-01 00:00:00","New Brunswick",0.44
"2010-01-01 00:00:00","New Brunswick",0.39
"2010-04-01 00:00:00","New Brunswick",0.38
"2010-07-01 00:00:00","New Brunswick",0.41
"2010-10-01 00:00:00","New Brunswick",0.43
"2011-01-01 00:00:00","New Brunswick",0.47
"2011-04-01 00:00:00","New Brunswick",0.38
"2011-07-01 00:00:00","New Brunswick",0.34
"2011-10-01 00:00:00","New Brunswick",0.25
"2012-01-01 00:00:00","New Brunswick",0.30
"2012-04-01 00:00:00","New Brunswick",0.29
"2012-07-01 00:00:00","New Brunswick",0.33
"2012-10-01 00:00:00","New Brunswick",0.29
"2013-01-01 00:00:00","New Brunswick",0.13
"2013-04-01 00:00:00","New Brunswick",0.11
"2013-07-01 00:00:00","New Brunswick",0.02
"2013-10-01 00:00:00","New Brunswick",0.00
"2014-01-01 00:00:00","New Brunswick",0.09
"2014-04-01 00:00:00","New Brunswick",0.09
"2014-07-01 00:00:00","New Brunswick",0.05
"2014-10-01 00:00:00","New Brunswick",0.11
"2015-01-01 00:00:00","New Brunswick",0.07
"2015-04-01 00:00:00","New Brunswick",0.00
"2015-07-01 00:00:00","New Brunswick",0.08
"2015-10-01 00:00:00","New Brunswick",0.10
"2016-01-01 00:00:00","New Brunswick",0.19
"2016-04-01 00:00:00","New Brunswick",0.49
"2016-07-01 00:00:00","New Brunswick",0.54
"2016-10-01 00:00:00","New Brunswick",0.64
"2017-01-01 00:00:00","New Brunswick",0.52
"2017-04-01 00:00:00","New Brunswick",0.33
"2017-07-01 00:00:00","New Brunswick",0.44
"2017-10-01 00:00:00","New Brunswick",0.42
"2018-01-01 00:00:00","New Brunswick",0.46
"2018-04-01 00:00:00","New Brunswick",0.50
"2018-07-01 00:00:00","New Brunswick",0.50
"2018-10-01 00:00:00","New Brunswick",0.62
"2019-01-01 00:00:00","New Brunswick",0.64
"2019-04-01 00:00:00","New Brunswick",0.72
"2019-07-01 00:00:00","New Brunswick",0.89
"2019-10-01 00:00:00","New Brunswick",1.05
"2020-01-01 00:00:00","New Brunswick",1.03
"2020-04-01 00:00:00","New Brunswick",1.06
"2020-07-01 00:00:00","New Brunswick",0.78
"2020-10-01 00:00:00","New Brunswick",0.37
"2021-01-01 00:00:00","New Brunswick",0.50
"2021-04-01 00:00:00","New Brunswick",0.57
"2021-07-01 00:00:00","New Brunswick",0.94
"2021-10-01 00:00:00","New Brunswick",1.52
"2022-01-01 00:00:00","New Brunswick",1.75
"2022-04-01 00:00:00","New Brunswick",1.88
"2022-07-01 00:00:00","New Brunswick",2.37
"2022-10-01 00:00:00","New Brunswick",2.77
"2023-01-01 00:00:00","New Brunswick",2.79
"2023-04-01 00:00:00","New Brunswick",3.10
"2023-07-01 00:00:00","New Brunswick",3.10
"2023-10-01 00:00:00","New Brunswick",3.05
"1952-07-01 00:00:00","Newfoundland and Labrador",3.59
"1952-10-01 00:00:00","Newfoundland and Labrador",3.29
"1953-01-01 00:00:00","Newfoundland and Labrador",2.99
"1953-04-01 00:00:00","Newfoundland and Labrador",2.96
"1953-07-01 00:00:00","Newfoundland and Labrador",2.40
"1953-10-01 00:00:00","Newfoundland and Labrador",2.65
"1954-01-01 00:00:00","Newfoundland and Labrador",2.90
"1954-04-01 00:00:00","Newfoundland and Labrador",2.88
"1954-07-01 00:00:00","Newfoundland and Labrador",3.13
"1954-10-01 00:00:00","Newfoundland and Labrador",3.10
"1955-01-01 00:00:00","Newfoundland and Labrador",2.82
"1955-04-01 00:00:00","Newfoundland and Labrador",2.80
"1955-07-01 00:00:00","Newfoundland and Labrador",2.78
"1955-10-01 00:00:00","Newfoundland and Labrador",2.76
"1956-01-01 00:00:00","Newfoundland and Labrador",2.74
"1956-04-01 00:00:00","Newfoundland and Labrador",2.48
"1956-07-01 00:00:00","Newfoundland and Labrador",2.21
"1956-10-01 00:00:00","Newfoundland and Labrador",1.95
"1957-01-01 00:00:00","Newfoundland and Labrador",1.94
"1957-04-01 00:00:00","Newfoundland and Labrador",1.93
"1957-07-01 00:00:00","Newfoundland and Labrador",2.16
"1957-10-01 00:00:00","Newfoundland and Labrador",2.15
"1958-01-01 00:00:00","Newfoundland and Labrador",1.90
"1958-04-01 00:00:00","Newfoundland and Labrador",1.90
"1958-07-01 00:00:00","Newfoundland and Labrador",1.88
"1958-10-01 00:00:00","Newfoundland and Labrador",1.87
"1959-01-01 00:00:00","Newfoundland and Labrador",2.10
"1959-04-01 00:00:00","Newfoundland and Labrador",2.09
"1959-07-01 00:00:00","Newfoundland and Labrador",1.85
"1959-10-01 00:00:00","Newfoundland and Labrador",1.84
"1960-01-01 00:00:00","Newfoundland and Labrador",1.83
"1960-04-01 00:00:00","Newfoundland and Labrador",1.82
"1960-07-01 00:00:00","Newfoundland and Labrador",1.81
"1960-10-01 00:00:00","Newfoundland and Labrador",2.03
"1961-01-01 00:00:00","Newfoundland and Labrador",2.02
"1961-04-01 00:00:00","Newfoundland and Labrador",2.01
"1961-07-01 00:00:00","Newfoundland and Labrador",2.23
"1961-10-01 00:00:00","Newfoundland and Labrador",2.21
"1962-01-01 00:00:00","Newfoundland and Labrador",2.20
"1962-04-01 00:00:00","Newfoundland and Labrador",2.19
"1962-07-01 00:00:00","Newfoundland and Labrador",2.18
"1962-10-01 00:00:00","Newfoundland and Labrador",1.95
"1963-01-01 00:00:00","Newfoundland and Labrador",1.94
"1963-04-01 00:00:00","Newfoundland and Labrador",1.72
"1963-07-01 00:00:00","Newfoundland and Labrador",1.71
"1963-10-01 00:00:00","Newfoundland and Labrador",1.70
"1964-01-01 00:00:00","Newfoundland and Labrador",1.48
"1964-04-01 00:00:00","Newfoundland and Labrador",1.69
"1964-07-01 00:00:00","Newfoundland and Labrador",1.47
"1964-10-01 00:00:00","Newfoundland and Labrador",1.25
"1965-01-01 00:00:00","Newfoundland and Labrador",1.04
"1965-04-01 00:00:00","Newfoundland and Labrador",0.83
"1965-07-01 00:00:00","Newfoundland and Labrador",0.83
"1965-10-01 00:00:00","Newfoundland and Labrador",0.82
"1966-01-01 00:00:00","Newfoundland and Labrador",1.03
"1966-04-01 00:00:00","Newfoundland and Labrador",1.23
"1966-07-01 00:00:00","Newfoundland and Labrador",1.23
"1966-10-01 00:00:00","Newfoundland and Labrador",1.43
"1967-01-01 00:00:00","Newfoundland and Labrador",1.22
"1967-04-01 00:00:00","Newfoundland and Labrador",1.22
"1967-07-01 00:00:00","Newfoundland and Labrador",1.21
"1967-10-01 00:00:00","Newfoundland and Labrador",1.21
"1968-01-01 00:00:00","Newfoundland and Labrador",1.41
"1968-04-01 00:00:00","Newfoundland and Labrador",1.41
"1968-07-01 00:00:00","Newfoundland and Labrador",1.40
"1968-10-01 00:00:00","Newfoundland and Labrador",1.39
"1969-01-01 00:00:00","Newfoundland and Labrador",1.59
"1969-04-01 00:00:00","Newfoundland and Labrador",1.58
"1969-07-01 00:00:00","Newfoundland and Labrador",1.58
"1969-10-01 00:00:00","Newfoundland and Labrador",1.38
"1970-01-01 00:00:00","Newfoundland and Labrador",0.98
"1970-04-01 00:00:00","Newfoundland and Labrador",0.58
"1970-07-01 00:00:00","Newfoundland and Labrador",0.58
"1970-10-01 00:00:00","Newfoundland and Labrador",0.58
"1971-01-01 00:00:00","Newfoundland and Labrador",0.58
"1971-04-01 00:00:00","Newfoundland and Labrador",0.97
"1971-07-01 00:00:00","Newfoundland and Labrador",2.48
"1971-10-01 00:00:00","Newfoundland and Labrador",2.98
"1972-01-01 00:00:00","Newfoundland and Labrador",3.22
"1972-04-01 00:00:00","Newfoundland and Labrador",3.14
"1972-07-01 00:00:00","Newfoundland and Labrador",1.56
"1972-10-01 00:00:00","Newfoundland and Labrador",1.31
"1973-01-01 00:00:00","Newfoundland and Labrador",1.35
"1973-04-01 00:00:00","Newfoundland and Labrador",1.24
"1973-07-01 00:00:00","Newfoundland and Labrador",1.19
"1973-10-01 00:00:00","Newfoundland and Labrador",0.97
"1974-01-01 00:00:00","Newfoundland and Labrador",0.76
"1974-04-01 00:00:00","Newfoundland and Labrador",0.62
"1974-07-01 00:00:00","Newfoundland and Labrador",0.74
"1974-10-01 00:00:00","Newfoundland and Labrador",0.88
"1975-01-01 00:00:00","Newfoundland and Labrador",1.04
"1975-04-01 00:00:00","Newfoundland and Labrador",1.24
"1975-07-01 00:00:00","Newfoundland and Labrador",1.25
"1975-10-01 00:00:00","Newfoundland and Labrador",1.34
"1976-01-01 00:00:00","Newfoundland and Labrador",1.30
"1976-04-01 00:00:00","Newfoundland and Labrador",1.21
"1976-07-01 00:00:00","Newfoundland and Labrador",1.10
"1976-10-01 00:00:00","Newfoundland and Labrador",0.84
"1977-01-01 00:00:00","Newfoundland and Labrador",0.60
"1977-04-01 00:00:00","Newfoundland and Labrador",0.60
"1977-07-01 00:00:00","Newfoundland and Labrador",0.48
"1977-10-01 00:00:00","Newfoundland and Labrador",0.45
"1978-01-01 00:00:00","Newfoundland and Labrador",0.46
"1978-04-01 00:00:00","Newfoundland and Labrador",0.43
"1978-07-01 00:00:00","Newfoundland and Labrador",0.41
"1978-10-01 00:00:00","Newfoundland and Labrador",0.41
"1979-01-01 00:00:00","Newfoundland and Labrador",0.41
"1979-04-01 00:00:00","Newfoundland and Labrador",0.41
"1979-07-01 00:00:00","Newfoundland and Labrador",0.43
"1979-10-01 00:00:00","Newfoundland and Labrador",0.45
"1980-01-01 00:00:00","Newfoundland and Labrador",0.45
"1980-04-01 00:00:00","Newfoundland and Labrador",0.45
"1980-07-01 00:00:00","Newfoundland and Labrador",0.47
"1980-10-01 00:00:00","Newfoundland and Labrador",0.46
"1981-01-01 00:00:00","Newfoundland and Labrador",0.44
"1981-04-01 00:00:00","Newfoundland and Labrador",0.46
"1981-07-01 00:00:00","Newfoundland and Labrador",0.44
"1981-10-01 00:00:00","Newfoundland and Labrador",0.30
"1982-01-01 00:00:00","Newfoundland and Labrador",-0.01
"1982-04-01 00:00:00","Newfoundland and Labrador",-0.16
"1982-07-01 00:00:00","Newfoundland and Labrador",-0.26
"1982-10-01 00:00:00","Newfoundland and Labrador",0.11
"1983-01-01 00:00:00","Newfoundland and Labrador",0.61
"1983-04-01 00:00:00","Newfoundland and Labrador",0.74
"1983-07-01 00:00:00","Newfoundland and Labrador",0.94
"1983-10-01 00:00:00","Newfoundland and Labrador",0.64
"1984-01-01 00:00:00","Newfoundland and Labrador",0.48
"1984-04-01 00:00:00","Newfoundland and Labrador",0.40
"1984-07-01 00:00:00","Newfoundland and Labrador",0.16
"1984-10-01 00:00:00","Newfoundland and Labrador",-0.04
"1985-01-01 00:00:00","Newfoundland and Labrador",-0.09
"1985-04-01 00:00:00","Newfoundland and Labrador",-0.08
"1985-07-01 00:00:00","Newfoundland and Labrador",-0.14
"1985-10-01 00:00:00","Newfoundland and Labrador",-0.27
"1986-01-01 00:00:00","Newfoundland and Labrador",-0.31
"1986-04-01 00:00:00","Newfoundland and Labrador",-0.38
"1986-07-01 00:00:00","Newfoundland and Labrador",-0.51
"1986-10-01 00:00:00","Newfoundland and Labrador",-0.41
"1987-01-01 00:00:00","Newfoundland and Labrador",-0.29
"1987-04-01 00:00:00","Newfoundland and Labrador",-0.23
"1987-07-01 00:00:00","Newfoundland and Labrador",-0.18
"1987-10-01 00:00:00","Newfoundland and Labrador",-0.23
"1988-01-01 00:00:00","Newfoundland and Labrador",-0.18
"1988-04-01 00:00:00","Newfoundland and Labrador",-0.15
"1988-07-01 00:00:00","Newfoundland and Labrador",-0.05
"1988-10-01 00:00:00","Newfoundland and Labrador",0.10
"1989-01-01 00:00:00","Newfoundland and Labrador",0.19
"1989-04-01 00:00:00","Newfoundland and Labrador",0.27
"1989-07-01 00:00:00","Newfoundland and Labrador",0.27
"1989-10-01 00:00:00","Newfoundland and Labrador",0.17
"1990-01-01 00:00:00","Newfoundland and Labrador",0.11
"1990-04-01 00:00:00","Newfoundland and Labrador",0.12
"1990-07-01 00:00:00","Newfoundland and Labrador",0.14
"1990-10-01 00:00:00","Newfoundland and Labrador",0.26
"1991-01-01 00:00:00","Newfoundland and Labrador",0.19
"1991-04-01 00:00:00","Newfoundland and Labrador",0.21
"1991-07-01 00:00:00","Newfoundland and Labrador",0.39
"1991-10-01 00:00:00","Newfoundland and Labrador",0.42
"1992-01-01 00:00:00","Newfoundland and Labrador",0.35
"1992-04-01 00:00:00","Newfoundland and Labrador",0.24
"1992-07-01 00:00:00","Newfoundland and Labrador",0.08
"1992-10-01 00:00:00","Newfoundland and Labrador",0.01
"1993-01-01 00:00:00","Newfoundland and Labrador",0.24
"1993-04-01 00:00:00","Newfoundland and Labrador",0.10
"1993-07-01 00:00:00","Newfoundland and Labrador",-0.02
"1993-10-01 00:00:00","Newfoundland and Labrador",-0.25
"1994-01-01 00:00:00","Newfoundland and Labrador",-0.64
"1994-04-01 00:00:00","Newfoundland and Labrador",-0.81
"1994-07-01 00:00:00","Newfoundland and Labrador",-0.95
"1994-10-01 00:00:00","Newfoundland and Labrador",-1.06
"1995-01-01 00:00:00","Newfoundland and Labrador",-1.14
"1995-04-01 00:00:00","Newfoundland and Labrador",-1.15
"1995-07-01 00:00:00","Newfoundland and Labrador",-1.23
"1995-10-01 00:00:00","Newfoundland and Labrador",-1.23
"1996-01-01 00:00:00","Newfoundland and Labrador",-1.21
"1996-04-01 00:00:00","Newfoundland and Labrador",-1.30
"1996-07-01 00:00:00","Newfoundland and Labrador",-1.36
"1996-10-01 00:00:00","Newfoundland and Labrador",-1.37
"1997-01-01 00:00:00","Newfoundland and Labrador",-1.46
"1997-04-01 00:00:00","Newfoundland and Labrador",-1.52
"1997-07-01 00:00:00","Newfoundland and Labrador",-1.57
"1997-10-01 00:00:00","Newfoundland and Labrador",-1.73
"1998-01-01 00:00:00","Newfoundland and Labrador",-1.74
"1998-04-01 00:00:00","Newfoundland and Labrador",-1.92
"1998-07-01 00:00:00","Newfoundland and Labrador",-2.01
"1998-10-01 00:00:00","Newfoundland and Labrador",-1.78
"1999-01-01 00:00:00","Newfoundland and Labrador",-1.70
"1999-04-01 00:00:00","Newfoundland and Labrador",-1.47
"1999-07-01 00:00:00","Newfoundland and Labrador",-1.21
"1999-10-01 00:00:00","Newfoundland and Labrador",-1.05
"2000-01-01 00:00:00","Newfoundland and Labrador",-0.88
"2000-04-01 00:00:00","Newfoundland and Labrador",-0.92
"2000-07-01 00:00:00","Newfoundland and Labrador",-1.01
"2000-10-01 00:00:00","Newfoundland and Labrador",-1.04
"2001-01-01 00:00:00","Newfoundland and Labrador",-1.22
"2001-04-01 00:00:00","Newfoundland and Labrador",-1.20
"2001-07-01 00:00:00","Newfoundland and Labrador",-1.12
"2001-10-01 00:00:00","Newfoundland and Labrador",-0.98
"2002-01-01 00:00:00","Newfoundland and Labrador",-0.74
"2002-04-01 00:00:00","Newfoundland and Labrador",-0.58
"2002-07-01 00:00:00","Newfoundland and Labrador",-0.50
"2002-10-01 00:00:00","Newfoundland and Labrador",-0.42
"2003-01-01 00:00:00","Newfoundland and Labrador",-0.44
"2003-04-01 00:00:00","Newfoundland and Labrador",-0.28
"2003-07-01 00:00:00","Newfoundland and Labrador",-0.20
"2003-10-01 00:00:00","Newfoundland and Labrador",-0.13
"2004-01-01 00:00:00","Newfoundland and Labrador",-0.09
"2004-04-01 00:00:00","Newfoundland and Labrador",-0.16
"2004-07-01 00:00:00","Newfoundland and Labrador",-0.20
"2004-10-01 00:00:00","Newfoundland and Labrador",-0.36
"2005-01-01 00:00:00","Newfoundland and Labrador",-0.37
"2005-04-01 00:00:00","Newfoundland and Labrador",-0.50
"2005-07-01 00:00:00","Newfoundland and Labrador",-0.59
"2005-10-01 00:00:00","Newfoundland and Labrador",-0.61
"2006-01-01 00:00:00","Newfoundland and Labrador",-0.81
"2006-04-01 00:00:00","Newfoundland and Labrador",-0.85
"2006-07-01 00:00:00","Newfoundland and Labrador",-0.72
"2006-10-01 00:00:00","Newfoundland and Labrador",-0.66
"2007-01-01 00:00:00","Newfoundland and Labrador",-0.43
"2007-04-01 00:00:00","Newfoundland and Labrador",-0.36
"2007-07-01 00:00:00","Newfoundland and Labrador",-0.30
"2007-10-01 00:00:00","Newfoundland and Labrador",-0.01
"2008-01-01 00:00:00","Newfoundland and Labrador",0.13
"2008-04-01 00:00:00","Newfoundland and Labrador",0.42
"2008-07-01 00:00:00","Newfoundland and Labrador",0.50
"2008-10-01 00:00:00","Newfoundland and Labrador",0.62
"2009-01-01 00:00:00","Newfoundland and Labrador",0.63
"2009-04-01 00:00:00","Newfoundland and Labrador",0.68
"2009-07-01 00:00:00","Newfoundland and Labrador",1.01
"2009-10-01 00:00:00","Newfoundland and Labrador",1.08
"2010-01-01 00:00:00","Newfoundland and Labrador",1.18
"2010-04-01 00:00:00","Newfoundland and Labrador",1.26
"2010-07-01 00:00:00","Newfoundland and Labrador",1.02
"2010-10-01 00:00:00","Newfoundland and Labrador",0.75
"2011-01-01 00:00:00","Newfoundland and Labrador",0.66
"2011-04-01 00:00:00","Newfoundland and Labrador",0.58
"2011-07-01 00:00:00","Newfoundland and Labrador",0.57
"2011-10-01 00:00:00","Newfoundland and Labrador",0.57
"2012-01-01 00:00:00","Newfoundland and Labrador",0.46
"2012-04-01 00:00:00","Newfoundland and Labrador",0.25
"2012-07-01 00:00:00","Newfoundland and Labrador",0.24
"2012-10-01 00:00:00","Newfoundland and Labrador",0.23
"2013-01-01 00:00:00","Newfoundland and Labrador",0.19
"2013-04-01 00:00:00","Newfoundland and Labrador",0.31
"2013-07-01 00:00:00","Newfoundland and Labrador",0.14
"2013-10-01 00:00:00","Newfoundland and Labrador",0.17
"2014-01-01 00:00:00","Newfoundland and Labrador",0.18
"2014-04-01 00:00:00","Newfoundland and Labrador",0.03
"2014-07-01 00:00:00","Newfoundland and Labrador",0.19
"2014-10-01 00:00:00","Newfoundland and Labrador",0.06
"2015-01-01 00:00:00","Newfoundland and Labrador",0.02
