ref_date,region,migration_status,num_people,net_internal_migration
"1992-07-01 00:00:00","Nova Scotia",Out-migrants,7704,417
"1992-07-01 00:00:00","Nova Scotia",In-migrants,8121,417
"1992-07-01 00:00:00",Nunavut,In-migrants,390,-59
"1992-07-01 00:00:00",Nunavut,Out-migrants,449,-59
"1992-07-01 00:00:00",Ontario,In-migrants,25116,-7555
"1992-07-01 00:00:00",Ontario,Out-migrants,32671,-7555
"1992-07-01 00:00:00","Prince Edward Island",Out-migrants,990,120
"1992-07-01 00:00:00","Prince Edward Island",In-migrants,1110,120
"1992-07-01 00:00:00",Quebec,Out-migrants,12569,-1524
"1992-07-01 00:00:00",Quebec,In-migrants,11045,-1524
"1992-07-01 00:00:00",Saskatchewan,In-migrants,6234,-3898
"1992-07-01 00:00:00",Saskatchewan,Out-migrants,10132,-3898
"1992-07-01 00:00:00",Yukon,In-migrants,717,-202
"1992-07-01 00:00:00",Yukon,Out-migrants,919,-202
"1992-10-01 00:00:00",Alberta,Out-migrants,10511,-129
"1992-10-01 00:00:00",Alberta,In-migrants,10382,-129
"1992-10-01 00:00:00","British Columbia",Out-migrants,7759,8068
"1992-10-01 00:00:00","British Columbia",In-migrants,15827,8068
"1992-10-01 00:00:00",Canada,In-migrants,59055,0
"1992-10-01 00:00:00",Canada,Out-migrants,59055,0
"1992-10-01 00:00:00",Manitoba,In-migrants,2931,-1041
"1992-10-01 00:00:00",Manitoba,Out-migrants,3972,-1041
"1992-10-01 00:00:00","New Brunswick",In-migrants,2098,-113
"1992-10-01 00:00:00","New Brunswick",Out-migrants,2211,-113
"1992-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,2579,-896
"1992-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1683,-896
"1992-10-01 00:00:00","Northwest Territories",Out-migrants,647,-48
"1992-10-01 00:00:00","Northwest Territories",In-migrants,599,-48
"1992-10-01 00:00:00","Nova Scotia",In-migrants,3182,-9
"1992-10-01 00:00:00","Nova Scotia",Out-migrants,3191,-9
"1992-10-01 00:00:00",Nunavut,Out-migrants,201,-24
"1992-10-01 00:00:00",Nunavut,In-migrants,177,-24
"1992-10-01 00:00:00",Ontario,Out-migrants,15662,-2029
"1992-10-01 00:00:00",Ontario,In-migrants,13633,-2029
"1992-10-01 00:00:00","Prince Edward Island",Out-migrants,312,233
"1992-10-01 00:00:00","Prince Edward Island",In-migrants,545,233
"1992-10-01 00:00:00",Quebec,Out-migrants,6625,-2685
"1992-10-01 00:00:00",Quebec,In-migrants,3940,-2685
"1992-10-01 00:00:00",Saskatchewan,Out-migrants,4785,-1189
"1992-10-01 00:00:00",Saskatchewan,In-migrants,3596,-1189
"1992-10-01 00:00:00",Yukon,In-migrants,462,-138
"1992-10-01 00:00:00",Yukon,Out-migrants,600,-138
"1993-01-01 00:00:00",Alberta,Out-migrants,10099,-1295
"1993-01-01 00:00:00",Alberta,In-migrants,8804,-1295
"1993-01-01 00:00:00","British Columbia",Out-migrants,6639,6682
"1993-01-01 00:00:00","British Columbia",In-migrants,13321,6682
"1993-01-01 00:00:00",Canada,In-migrants,49409,0
"1993-01-01 00:00:00",Canada,Out-migrants,49409,0
"1993-01-01 00:00:00",Manitoba,Out-migrants,3554,-947
"1993-01-01 00:00:00",Manitoba,In-migrants,2607,-947
"1993-01-01 00:00:00","New Brunswick",In-migrants,1744,-40
"1993-01-01 00:00:00","New Brunswick",Out-migrants,1784,-40
"1993-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1257,-349
"1993-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,1606,-349
"1993-01-01 00:00:00","Northwest Territories",In-migrants,440,-82
"1993-01-01 00:00:00","Northwest Territories",Out-migrants,522,-82
"1993-01-01 00:00:00","Nova Scotia",Out-migrants,2935,-642
"1993-01-01 00:00:00","Nova Scotia",In-migrants,2293,-642
"1993-01-01 00:00:00",Nunavut,Out-migrants,173,-38
"1993-01-01 00:00:00",Nunavut,In-migrants,135,-38
"1993-01-01 00:00:00",Ontario,Out-migrants,12511,-1581
"1993-01-01 00:00:00",Ontario,In-migrants,10930,-1581
"1993-01-01 00:00:00","Prince Edward Island",Out-migrants,330,112
"1993-01-01 00:00:00","Prince Edward Island",In-migrants,442,112
"1993-01-01 00:00:00",Quebec,Out-migrants,5107,-1159
"1993-01-01 00:00:00",Quebec,In-migrants,3948,-1159
"1993-01-01 00:00:00",Saskatchewan,In-migrants,3132,-701
"1993-01-01 00:00:00",Saskatchewan,Out-migrants,3833,-701
"1993-01-01 00:00:00",Yukon,In-migrants,356,40
"1993-01-01 00:00:00",Yukon,Out-migrants,316,40
"1993-04-01 00:00:00",Alberta,Out-migrants,13377,-991
"1993-04-01 00:00:00",Alberta,In-migrants,12386,-991
"1993-04-01 00:00:00","British Columbia",Out-migrants,10198,8811
"1993-04-01 00:00:00","British Columbia",In-migrants,19009,8811
"1993-04-01 00:00:00",Canada,In-migrants,73924,0
"1993-04-01 00:00:00",Canada,Out-migrants,73924,0
"1993-04-01 00:00:00",Manitoba,In-migrants,3851,-1197
"1993-04-01 00:00:00",Manitoba,Out-migrants,5048,-1197
"1993-04-01 00:00:00","New Brunswick",In-migrants,3048,-82
"1993-04-01 00:00:00","New Brunswick",Out-migrants,3130,-82
"1993-04-01 00:00:00","Newfoundland and Labrador",In-migrants,1875,-468
"1993-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,2343,-468
"1993-04-01 00:00:00","Northwest Territories",Out-migrants,693,-20
"1993-04-01 00:00:00","Northwest Territories",In-migrants,673,-20
"1993-04-01 00:00:00","Nova Scotia",In-migrants,4111,330
"1993-04-01 00:00:00","Nova Scotia",Out-migrants,3781,330
"1993-04-01 00:00:00",Nunavut,Out-migrants,233,29
"1993-04-01 00:00:00",Nunavut,In-migrants,262,29
"1993-04-01 00:00:00",Ontario,Out-migrants,19730,-3024
"1993-04-01 00:00:00",Ontario,In-migrants,16706,-3024
"1993-04-01 00:00:00","Prince Edward Island",Out-migrants,363,189
"1993-04-01 00:00:00","Prince Edward Island",In-migrants,552,189
"1993-04-01 00:00:00",Quebec,Out-migrants,9669,-3052
"1993-04-01 00:00:00",Quebec,In-migrants,6617,-3052
"1993-04-01 00:00:00",Saskatchewan,In-migrants,4296,-560
"1993-04-01 00:00:00",Saskatchewan,Out-migrants,4856,-560
"1993-04-01 00:00:00",Yukon,In-migrants,538,35
"1993-04-01 00:00:00",Yukon,Out-migrants,503,35
"1993-07-01 00:00:00",Alberta,Out-migrants,17668,1514
"1993-07-01 00:00:00",Alberta,In-migrants,19182,1514
"1993-07-01 00:00:00","British Columbia",Out-migrants,13647,13776
"1993-07-01 00:00:00","British Columbia",In-migrants,27423,13776
"1993-07-01 00:00:00",Canada,Out-migrants,106210,0
"1993-07-01 00:00:00",Canada,In-migrants,106210,0
"1993-07-01 00:00:00",Manitoba,In-migrants,5417,-1978
"1993-07-01 00:00:00",Manitoba,Out-migrants,7395,-1978
"1993-07-01 00:00:00","New Brunswick",In-migrants,4445,-171
"1993-07-01 00:00:00","New Brunswick",Out-migrants,4616,-171
"1993-07-01 00:00:00","Newfoundland and Labrador",Out-migrants,4130,-1761
"1993-07-01 00:00:00","Newfoundland and Labrador",In-migrants,2369,-1761
"1993-07-01 00:00:00","Northwest Territories",In-migrants,928,78
"1993-07-01 00:00:00","Northwest Territories",Out-migrants,850,78
"1993-07-01 00:00:00","Nova Scotia",In-migrants,6404,-228
"1993-07-01 00:00:00","Nova Scotia",Out-migrants,6632,-228
"1993-07-01 00:00:00",Nunavut,In-migrants,364,39
"1993-07-01 00:00:00",Nunavut,Out-migrants,325,39
"1993-07-01 00:00:00",Ontario,In-migrants,22823,-6723
"1993-07-01 00:00:00",Ontario,Out-migrants,29546,-6723
"1993-07-01 00:00:00","Prince Edward Island",In-migrants,840,45
"1993-07-01 00:00:00","Prince Edward Island",Out-migrants,795,45
"1993-07-01 00:00:00",Quebec,In-migrants,9914,-1766
"1993-07-01 00:00:00",Quebec,Out-migrants,11680,-1766
"1993-07-01 00:00:00",Saskatchewan,In-migrants,5577,-2389
"1993-07-01 00:00:00",Saskatchewan,Out-migrants,7966,-2389
"1993-07-01 00:00:00",Yukon,In-migrants,524,-436
"1993-07-01 00:00:00",Yukon,Out-migrants,960,-436
"1993-10-01 00:00:00",Alberta,Out-migrants,10888,-1583
"1993-10-01 00:00:00",Alberta,In-migrants,9305,-1583
"1993-10-01 00:00:00","British Columbia",In-migrants,15474,8326
"1993-10-01 00:00:00","British Columbia",Out-migrants,7148,8326
"1993-10-01 00:00:00",Canada,Out-migrants,54194,0
"1993-10-01 00:00:00",Canada,In-migrants,54194,0
"1993-10-01 00:00:00",Manitoba,In-migrants,2719,-1084
"1993-10-01 00:00:00",Manitoba,Out-migrants,3803,-1084
"1993-10-01 00:00:00","New Brunswick",In-migrants,1802,-199
"1993-10-01 00:00:00","New Brunswick",Out-migrants,2001,-199
"1993-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,2194,-819
"1993-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1375,-819
"1993-10-01 00:00:00","Northwest Territories",In-migrants,561,-19
"1993-10-01 00:00:00","Northwest Territories",Out-migrants,580,-19
"1993-10-01 00:00:00","Nova Scotia",In-migrants,2704,-603
"1993-10-01 00:00:00","Nova Scotia",Out-migrants,3307,-603
"1993-10-01 00:00:00",Nunavut,Out-migrants,226,-26
"1993-10-01 00:00:00",Nunavut,In-migrants,200,-26
"1993-10-01 00:00:00",Ontario,In-migrants,11856,-1443
"1993-10-01 00:00:00",Ontario,Out-migrants,13299,-1443
"1993-10-01 00:00:00","Prince Edward Island",In-migrants,623,186
"1993-10-01 00:00:00","Prince Edward Island",Out-migrants,437,186
"1993-10-01 00:00:00",Quebec,In-migrants,4066,-1449
"1993-10-01 00:00:00",Quebec,Out-migrants,5515,-1449
"1993-10-01 00:00:00",Saskatchewan,In-migrants,3290,-893
"1993-10-01 00:00:00",Saskatchewan,Out-migrants,4183,-893
"1993-10-01 00:00:00",Yukon,Out-migrants,613,-394
"1993-10-01 00:00:00",Yukon,In-migrants,219,-394
"1994-01-01 00:00:00",Alberta,Out-migrants,9945,-291
"1994-01-01 00:00:00",Alberta,In-migrants,9654,-291
"1994-01-01 00:00:00","British Columbia",Out-migrants,7399,6018
"1994-01-01 00:00:00","British Columbia",In-migrants,13417,6018
"1994-01-01 00:00:00",Canada,In-migrants,51272,0
"1994-01-01 00:00:00",Canada,Out-migrants,51272,0
"1994-01-01 00:00:00",Manitoba,Out-migrants,3558,-731
"1994-01-01 00:00:00",Manitoba,In-migrants,2827,-731
"1994-01-01 00:00:00","New Brunswick",In-migrants,1428,-474
"1994-01-01 00:00:00","New Brunswick",Out-migrants,1902,-474
"1994-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1034,-1164
"1994-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,2198,-1164
"1994-01-01 00:00:00","Northwest Territories",Out-migrants,547,-60
"1994-01-01 00:00:00","Northwest Territories",In-migrants,487,-60
"1994-01-01 00:00:00","Nova Scotia",In-migrants,2287,-488
"1994-01-01 00:00:00","Nova Scotia",Out-migrants,2775,-488
"1994-01-01 00:00:00",Nunavut,In-migrants,205,-8
"1994-01-01 00:00:00",Nunavut,Out-migrants,213,-8
"1994-01-01 00:00:00",Ontario,In-migrants,12391,40
"1994-01-01 00:00:00",Ontario,Out-migrants,12351,40
"1994-01-01 00:00:00","Prince Edward Island",Out-migrants,318,159
"1994-01-01 00:00:00","Prince Edward Island",In-migrants,477,159
"1994-01-01 00:00:00",Quebec,Out-migrants,5531,-1849
"1994-01-01 00:00:00",Quebec,In-migrants,3682,-1849
"1994-01-01 00:00:00",Saskatchewan,In-migrants,3075,-1032
"1994-01-01 00:00:00",Saskatchewan,Out-migrants,4107,-1032
"1994-01-01 00:00:00",Yukon,In-migrants,308,-120
"1994-01-01 00:00:00",Yukon,Out-migrants,428,-120
"1994-04-01 00:00:00",Alberta,Out-migrants,14892,-1270
"1994-04-01 00:00:00",Alberta,In-migrants,13622,-1270
"1994-04-01 00:00:00","British Columbia",Out-migrants,10484,9751
"1994-04-01 00:00:00","British Columbia",In-migrants,20235,9751
"1994-04-01 00:00:00",Canada,In-migrants,77715,0
"1994-04-01 00:00:00",Canada,Out-migrants,77715,0
"1994-04-01 00:00:00",Manitoba,Out-migrants,5111,-821
"1994-04-01 00:00:00",Manitoba,In-migrants,4290,-821
"1994-04-01 00:00:00","New Brunswick",In-migrants,3050,173
"1994-04-01 00:00:00","New Brunswick",Out-migrants,2877,173
"1994-04-01 00:00:00","Newfoundland and Labrador",In-migrants,1802,-1208
"1994-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,3010,-1208
"1994-04-01 00:00:00","Northwest Territories",In-migrants,769,-18
"1994-04-01 00:00:00","Northwest Territories",Out-migrants,787,-18
"1994-04-01 00:00:00","Nova Scotia",Out-migrants,4432,-568
"1994-04-01 00:00:00","Nova Scotia",In-migrants,3864,-568
"1994-04-01 00:00:00",Nunavut,In-migrants,272,-22
"1994-04-01 00:00:00",Nunavut,Out-migrants,294,-22
"1994-04-01 00:00:00",Ontario,In-migrants,17555,-1294
"1994-04-01 00:00:00",Ontario,Out-migrants,18849,-1294
"1994-04-01 00:00:00","Prince Edward Island",Out-migrants,516,232
"1994-04-01 00:00:00","Prince Edward Island",In-migrants,748,232
"1994-04-01 00:00:00",Quebec,Out-migrants,9809,-3694
"1994-04-01 00:00:00",Quebec,In-migrants,6115,-3694
"1994-04-01 00:00:00",Saskatchewan,In-migrants,4886,-1117
"1994-04-01 00:00:00",Saskatchewan,Out-migrants,6003,-1117
"1994-04-01 00:00:00",Yukon,In-migrants,507,-144
"1994-04-01 00:00:00",Yukon,Out-migrants,651,-144
"1994-07-01 00:00:00",Alberta,Out-migrants,18178,-1035
"1994-07-01 00:00:00",Alberta,In-migrants,17143,-1035
"1994-07-01 00:00:00","British Columbia",In-migrants,25655,12439
"1994-07-01 00:00:00","British Columbia",Out-migrants,13216,12439
"1994-07-01 00:00:00",Canada,In-migrants,100326,0
"1994-07-01 00:00:00",Canada,Out-migrants,100326,0
"1994-07-01 00:00:00",Manitoba,Out-migrants,6664,-1401
"1994-07-01 00:00:00",Manitoba,In-migrants,5263,-1401
"1994-07-01 00:00:00","New Brunswick",In-migrants,4171,-140
"1994-07-01 00:00:00","New Brunswick",Out-migrants,4311,-140
"1994-07-01 00:00:00","Newfoundland and Labrador",In-migrants,2254,-2630
"1994-07-01 00:00:00","Newfoundland and Labrador",Out-migrants,4884,-2630
"1994-07-01 00:00:00","Northwest Territories",In-migrants,889,73
"1994-07-01 00:00:00","Northwest Territories",Out-migrants,816,73
"1994-07-01 00:00:00","Nova Scotia",Out-migrants,6976,-906
"1994-07-01 00:00:00","Nova Scotia",In-migrants,6070,-906
"1994-07-01 00:00:00",Nunavut,In-migrants,272,-86
"1994-07-01 00:00:00",Nunavut,Out-migrants,358,-86
"1994-07-01 00:00:00",Ontario,In-migrants,22933,-2407
"1994-07-01 00:00:00",Ontario,Out-migrants,25340,-2407
"1994-07-01 00:00:00","Prince Edward Island",Out-migrants,712,189
"1994-07-01 00:00:00","Prince Edward Island",In-migrants,901,189
"1994-07-01 00:00:00",Quebec,Out-migrants,11434,-2714
"1994-07-01 00:00:00",Quebec,In-migrants,8720,-2714
"1994-07-01 00:00:00",Saskatchewan,In-migrants,5580,-1191
"1994-07-01 00:00:00",Saskatchewan,Out-migrants,6771,-1191
"1994-07-01 00:00:00",Yukon,In-migrants,475,-191
"1994-07-01 00:00:00",Yukon,Out-migrants,666,-191
"1994-10-01 00:00:00",Alberta,Out-migrants,10665,-88
"1994-10-01 00:00:00",Alberta,In-migrants,10577,-88
"1994-10-01 00:00:00","British Columbia",Out-migrants,8963,6241
"1994-10-01 00:00:00","British Columbia",In-migrants,15204,6241
"1994-10-01 00:00:00",Canada,In-migrants,57547,0
"1994-10-01 00:00:00",Canada,Out-migrants,57547,0
"1994-10-01 00:00:00",Manitoba,Out-migrants,4043,-1057
"1994-10-01 00:00:00",Manitoba,In-migrants,2986,-1057
"1994-10-01 00:00:00","New Brunswick",In-migrants,2084,-64
"1994-10-01 00:00:00","New Brunswick",Out-migrants,2148,-64
"1994-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1211,-1202
"1994-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,2413,-1202
"1994-10-01 00:00:00","Northwest Territories",In-migrants,646,80
"1994-10-01 00:00:00","Northwest Territories",Out-migrants,566,80
"1994-10-01 00:00:00","Nova Scotia",Out-migrants,3635,-732
"1994-10-01 00:00:00","Nova Scotia",In-migrants,2903,-732
"1994-10-01 00:00:00",Nunavut,In-migrants,198,-23
"1994-10-01 00:00:00",Nunavut,Out-migrants,221,-23
"1994-10-01 00:00:00",Ontario,In-migrants,13129,-866
"1994-10-01 00:00:00",Ontario,Out-migrants,13995,-866
"1994-10-01 00:00:00","Prince Edward Island",Out-migrants,456,114
"1994-10-01 00:00:00","Prince Edward Island",In-migrants,570,114
"1994-10-01 00:00:00",Quebec,Out-migrants,6196,-1995
"1994-10-01 00:00:00",Quebec,In-migrants,4201,-1995
"1994-10-01 00:00:00",Saskatchewan,In-migrants,3339,-618
"1994-10-01 00:00:00",Saskatchewan,Out-migrants,3957,-618
"1994-10-01 00:00:00",Yukon,In-migrants,499,210
"1994-10-01 00:00:00",Yukon,Out-migrants,289,210
"1995-01-01 00:00:00",Alberta,Out-migrants,9835,375
"1995-01-01 00:00:00",Alberta,In-migrants,10210,375
"1995-01-01 00:00:00","British Columbia",In-migrants,12991,4337
"1995-01-01 00:00:00","British Columbia",Out-migrants,8654,4337
"1995-01-01 00:00:00",Canada,Out-migrants,53613,0
"1995-01-01 00:00:00",Canada,In-migrants,53613,0
"1995-01-01 00:00:00",Manitoba,In-migrants,3430,45
"1995-01-01 00:00:00",Manitoba,Out-migrants,3385,45
"1995-01-01 00:00:00","New Brunswick",In-migrants,1728,-519
"1995-01-01 00:00:00","New Brunswick",Out-migrants,2247,-519
"1995-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,2745,-1483
"1995-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1262,-1483
"1995-01-01 00:00:00","Northwest Territories",In-migrants,566,82
"1995-01-01 00:00:00","Northwest Territories",Out-migrants,484,82
"1995-01-01 00:00:00","Nova Scotia",In-migrants,2537,-475
"1995-01-01 00:00:00","Nova Scotia",Out-migrants,3012,-475
"1995-01-01 00:00:00",Nunavut,In-migrants,161,-37
"1995-01-01 00:00:00",Nunavut,Out-migrants,198,-37
"1995-01-01 00:00:00",Ontario,In-migrants,12969,360
"1995-01-01 00:00:00",Ontario,Out-migrants,12609,360
"1995-01-01 00:00:00","Prince Edward Island",In-migrants,435,13
"1995-01-01 00:00:00","Prince Edward Island",Out-migrants,422,13
"1995-01-01 00:00:00",Quebec,In-migrants,3756,-1869
"1995-01-01 00:00:00",Quebec,Out-migrants,5625,-1869
"1995-01-01 00:00:00",Saskatchewan,In-migrants,3149,-942
"1995-01-01 00:00:00",Saskatchewan,Out-migrants,4091,-942
"1995-01-01 00:00:00",Yukon,In-migrants,419,113
"1995-01-01 00:00:00",Yukon,Out-migrants,306,113
"1995-04-01 00:00:00",Alberta,Out-migrants,13125,192
"1995-04-01 00:00:00",Alberta,In-migrants,13317,192
"1995-04-01 00:00:00","British Columbia",In-migrants,16933,6274
"1995-04-01 00:00:00","British Columbia",Out-migrants,10659,6274
"1995-04-01 00:00:00",Canada,Out-migrants,73978,0
"1995-04-01 00:00:00",Canada,In-migrants,73978,0
"1995-04-01 00:00:00",Manitoba,In-migrants,4211,-807
"1995-04-01 00:00:00",Manitoba,Out-migrants,5018,-807
"1995-04-01 00:00:00","New Brunswick",In-migrants,2870,-90
"1995-04-01 00:00:00","New Brunswick",Out-migrants,2960,-90
"1995-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,3338,-1659
"1995-04-01 00:00:00","Newfoundland and Labrador",In-migrants,1679,-1659
"1995-04-01 00:00:00","Northwest Territories",In-migrants,687,-157
"1995-04-01 00:00:00","Northwest Territories",Out-migrants,844,-157
"1995-04-01 00:00:00","Nova Scotia",In-migrants,3789,-628
"1995-04-01 00:00:00","Nova Scotia",Out-migrants,4417,-628
"1995-04-01 00:00:00",Nunavut,Out-migrants,311,-97
"1995-04-01 00:00:00",Nunavut,In-migrants,214,-97
"1995-04-01 00:00:00",Ontario,In-migrants,17871,72
"1995-04-01 00:00:00",Ontario,Out-migrants,17799,72
"1995-04-01 00:00:00","Prince Edward Island",In-migrants,608,33
"1995-04-01 00:00:00","Prince Edward Island",Out-migrants,575,33
"1995-04-01 00:00:00",Quebec,In-migrants,6379,-2369
"1995-04-01 00:00:00",Quebec,Out-migrants,8748,-2369
"1995-04-01 00:00:00",Saskatchewan,In-migrants,4746,-901
"1995-04-01 00:00:00",Saskatchewan,Out-migrants,5647,-901
"1995-04-01 00:00:00",Yukon,Out-migrants,537,137
"1995-04-01 00:00:00",Yukon,In-migrants,674,137
"1995-07-01 00:00:00",Alberta,Out-migrants,16307,1823
"1995-07-01 00:00:00",Alberta,In-migrants,18130,1823
"1995-07-01 00:00:00","British Columbia",Out-migrants,14530,7359
"1995-07-01 00:00:00","British Columbia",In-migrants,21889,7359
"1995-07-01 00:00:00",Canada,In-migrants,98624,0
"1995-07-01 00:00:00",Canada,Out-migrants,98624,0
"1995-07-01 00:00:00",Manitoba,Out-migrants,6932,-1892
"1995-07-01 00:00:00",Manitoba,In-migrants,5040,-1892
"1995-07-01 00:00:00","New Brunswick",In-migrants,4392,-454
"1995-07-01 00:00:00","New Brunswick",Out-migrants,4846,-454
"1995-07-01 00:00:00","Newfoundland and Labrador",In-migrants,2346,-2343
"1995-07-01 00:00:00","Newfoundland and Labrador",Out-migrants,4689,-2343
"1995-07-01 00:00:00","Northwest Territories",Out-migrants,981,-201
"1995-07-01 00:00:00","Northwest Territories",In-migrants,780,-201
"1995-07-01 00:00:00","Nova Scotia",In-migrants,6014,-185
"1995-07-01 00:00:00","Nova Scotia",Out-migrants,6199,-185
"1995-07-01 00:00:00",Nunavut,In-migrants,285,-71
"1995-07-01 00:00:00",Nunavut,Out-migrants,356,-71
"1995-07-01 00:00:00",Ontario,In-migrants,24040,129
"1995-07-01 00:00:00",Ontario,Out-migrants,23911,129
"1995-07-01 00:00:00","Prince Edward Island",Out-migrants,627,276
"1995-07-01 00:00:00","Prince Edward Island",In-migrants,903,276
"1995-07-01 00:00:00",Quebec,Out-migrants,12384,-3978
"1995-07-01 00:00:00",Quebec,In-migrants,8406,-3978
"1995-07-01 00:00:00",Saskatchewan,In-migrants,5678,-811
"1995-07-01 00:00:00",Saskatchewan,Out-migrants,6489,-811
"1995-07-01 00:00:00",Yukon,In-migrants,721,348
"1995-07-01 00:00:00",Yukon,Out-migrants,373,348
"1995-10-01 00:00:00",Alberta,Out-migrants,10279,1861
"1995-10-01 00:00:00",Alberta,In-migrants,12140,1861
"1995-10-01 00:00:00","British Columbia",Out-migrants,9848,5444
"1995-10-01 00:00:00","British Columbia",In-migrants,15292,5444
"1995-10-01 00:00:00",Canada,In-migrants,60528,0
"1995-10-01 00:00:00",Canada,Out-migrants,60528,0
"1995-10-01 00:00:00",Manitoba,Out-migrants,3522,-690
"1995-10-01 00:00:00",Manitoba,In-migrants,2832,-690
"1995-10-01 00:00:00","New Brunswick",In-migrants,2217,132
"1995-10-01 00:00:00","New Brunswick",Out-migrants,2085,132
"1995-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,2753,-1081
"1995-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1672,-1081
"1995-10-01 00:00:00","Northwest Territories",In-migrants,465,-171
"1995-10-01 00:00:00","Northwest Territories",Out-migrants,636,-171
"1995-10-01 00:00:00","Nova Scotia",Out-migrants,3747,-684
"1995-10-01 00:00:00","Nova Scotia",In-migrants,3063,-684
"1995-10-01 00:00:00",Nunavut,In-migrants,188,-21
"1995-10-01 00:00:00",Nunavut,Out-migrants,209,-21
"1995-10-01 00:00:00",Ontario,In-migrants,13620,-2325
"1995-10-01 00:00:00",Ontario,Out-migrants,15945,-2325
"1995-10-01 00:00:00","Prince Edward Island",Out-migrants,567,46
"1995-10-01 00:00:00","Prince Edward Island",In-migrants,613,46
"1995-10-01 00:00:00",Quebec,Out-migrants,6606,-2032
"1995-10-01 00:00:00",Quebec,In-migrants,4574,-2032
"1995-10-01 00:00:00",Saskatchewan,In-migrants,3359,-536
"1995-10-01 00:00:00",Saskatchewan,Out-migrants,3895,-536
"1995-10-01 00:00:00",Yukon,In-migrants,493,57
"1995-10-01 00:00:00",Yukon,Out-migrants,436,57
"1996-01-01 00:00:00",Alberta,Out-migrants,9897,1584
"1996-01-01 00:00:00",Alberta,In-migrants,11481,1584
"1996-01-01 00:00:00","British Columbia",Out-migrants,8785,3617
"1996-01-01 00:00:00","British Columbia",In-migrants,12402,3617
"1996-01-01 00:00:00",Canada,In-migrants,56081,0
"1996-01-01 00:00:00",Canada,Out-migrants,56081,0
"1996-01-01 00:00:00",Manitoba,Out-migrants,3462,-318
"1996-01-01 00:00:00",Manitoba,In-migrants,3144,-318
"1996-01-01 00:00:00","New Brunswick",In-migrants,2216,41
"1996-01-01 00:00:00","New Brunswick",Out-migrants,2175,41
"1996-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,3317,-1993
"1996-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1324,-1993
"1996-01-01 00:00:00","Northwest Territories",In-migrants,558,-197
"1996-01-01 00:00:00","Northwest Territories",Out-migrants,755,-197
"1996-01-01 00:00:00","Nova Scotia",Out-migrants,3163,-442
"1996-01-01 00:00:00","Nova Scotia",In-migrants,2721,-442
"1996-01-01 00:00:00",Nunavut,In-migrants,193,-25
"1996-01-01 00:00:00",Nunavut,Out-migrants,218,-25
"1996-01-01 00:00:00",Ontario,In-migrants,13423,58
"1996-01-01 00:00:00",Ontario,Out-migrants,13365,58
"1996-01-01 00:00:00","Prince Edward Island",Out-migrants,483,89
"1996-01-01 00:00:00","Prince Edward Island",In-migrants,572,89
"1996-01-01 00:00:00",Quebec,Out-migrants,6284,-2387
"1996-01-01 00:00:00",Quebec,In-migrants,3897,-2387
"1996-01-01 00:00:00",Saskatchewan,In-migrants,3718,-103
"1996-01-01 00:00:00",Saskatchewan,Out-migrants,3821,-103
"1996-01-01 00:00:00",Yukon,In-migrants,432,76
"1996-01-01 00:00:00",Yukon,Out-migrants,356,76
"1996-04-01 00:00:00",Alberta,Out-migrants,12898,2388
"1996-04-01 00:00:00",Alberta,In-migrants,15286,2388
"1996-04-01 00:00:00","British Columbia",Out-migrants,11771,5605
"1996-04-01 00:00:00","British Columbia",In-migrants,17376,5605
"1996-04-01 00:00:00",Canada,In-migrants,76531,0
"1996-04-01 00:00:00",Canada,Out-migrants,76531,0
"1996-04-01 00:00:00",Manitoba,Out-migrants,4725,-666
"1996-04-01 00:00:00",Manitoba,In-migrants,4059,-666
"1996-04-01 00:00:00","New Brunswick",In-migrants,2945,-88
"1996-04-01 00:00:00","New Brunswick",Out-migrants,3033,-88
"1996-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,3682,-2019
"1996-04-01 00:00:00","Newfoundland and Labrador",In-migrants,1663,-2019
"1996-04-01 00:00:00","Northwest Territories",In-migrants,763,15
"1996-04-01 00:00:00","Northwest Territories",Out-migrants,748,15
"1996-04-01 00:00:00","Nova Scotia",Out-migrants,4399,66
"1996-04-01 00:00:00","Nova Scotia",In-migrants,4465,66
"1996-04-01 00:00:00",Nunavut,In-migrants,312,13
"1996-04-01 00:00:00",Nunavut,Out-migrants,299,13
