ref_date,region,status,population_change,annual_population_growth,percent_of_total_population,percent_of_population_change
"2019-01-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",75,-1417,0.01,-5.29
"2019-01-01 00:00:00","New Brunswick",Immigrants,1055,4913,0.14,21.47
"2019-01-01 00:00:00","New Brunswick","Net emigration",77,4913,0.01,1.57
"2019-01-01 00:00:00","New Brunswick",Emigrants,152,4913,0.02,3.09
"2019-01-01 00:00:00","New Brunswick","Returning emigrants",75,4913,0.01,1.53
"2019-01-01 00:00:00","New Brunswick","Net non-permanent residents",26,4913,0.00,0.53
"2019-01-01 00:00:00",Manitoba,Immigrants,3232,17539,0.24,18.43
"2019-01-01 00:00:00",Manitoba,"Net emigration",212,17539,0.02,1.21
"2019-01-01 00:00:00",Manitoba,Emigrants,485,17539,0.04,2.77
"2019-01-01 00:00:00",Manitoba,"Returning emigrants",273,17539,0.02,1.56
"2019-01-01 00:00:00",Manitoba,"Net non-permanent residents",56,17539,0.00,0.32
"2019-01-01 00:00:00",Alberta,Immigrants,8545,60297,0.20,14.17
"2019-01-01 00:00:00",Alberta,"Net emigration",1619,60297,0.04,2.69
"2019-01-01 00:00:00",Alberta,Emigrants,2778,60297,0.06,4.61
"2019-01-01 00:00:00",Alberta,"Returning emigrants",1159,60297,0.03,1.92
"2019-01-01 00:00:00",Alberta,"Net non-permanent residents",503,60297,0.01,0.83
"2019-01-01 00:00:00","British Columbia",Immigrants,8846,86420,0.17,10.24
"2019-01-01 00:00:00","British Columbia","Net emigration",2758,86420,0.05,3.19
"2019-01-01 00:00:00","British Columbia",Emigrants,4259,86420,0.08,4.93
"2019-01-01 00:00:00","British Columbia","Returning emigrants",1501,86420,0.03,1.74
"2019-01-01 00:00:00","British Columbia","Net non-permanent residents",8072,86420,0.16,9.34
"2019-01-01 00:00:00","Northwest Territories",Immigrants,55,-55,0.12,-100.00
"2019-01-01 00:00:00","Northwest Territories","Net emigration",-2,-55,0.00,3.64
"2019-01-01 00:00:00","Northwest Territories",Emigrants,2,-55,0.00,-3.64
"2019-01-01 00:00:00","Northwest Territories","Returning emigrants",4,-55,0.01,-7.27
"2019-01-01 00:00:00","Northwest Territories","Net non-permanent residents",11,-55,0.02,-20.00
"2019-04-01 00:00:00",Canada,Immigrants,94280,533572,0.25,17.67
"2019-04-01 00:00:00",Canada,"Net emigration",5206,533572,0.01,0.98
"2019-04-01 00:00:00",Canada,Emigrants,19602,533572,0.05,3.67
"2019-04-01 00:00:00",Canada,"Returning emigrants",14396,533572,0.04,2.70
"2019-04-01 00:00:00",Canada,"Net non-permanent residents",65262,533572,0.17,12.23
"2019-04-01 00:00:00","Newfoundland and Labrador",Immigrants,548,-931,0.10,-58.86
"2019-04-01 00:00:00","Newfoundland and Labrador","Net emigration",21,-931,0.00,-2.26
"2019-04-01 00:00:00","Newfoundland and Labrador",Emigrants,70,-931,0.01,-7.52
"2019-04-01 00:00:00","Newfoundland and Labrador","Returning emigrants",49,-931,0.01,-5.26
"2019-04-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",18,-931,0.00,-1.93
"2019-04-01 00:00:00","New Brunswick",Immigrants,1707,5570,0.22,30.65
"2019-04-01 00:00:00","New Brunswick","Net emigration",24,5570,0.00,0.43
"2019-04-01 00:00:00","New Brunswick",Emigrants,133,5570,0.02,2.39
"2019-04-01 00:00:00","New Brunswick","Returning emigrants",109,5570,0.01,1.96
"2019-04-01 00:00:00","New Brunswick","Net non-permanent residents",775,5570,0.10,13.91
"2019-04-01 00:00:00",Manitoba,Immigrants,5377,17750,0.39,30.29
"2019-04-01 00:00:00",Manitoba,"Net emigration",120,17750,0.01,0.68
"2019-04-01 00:00:00",Manitoba,Emigrants,605,17750,0.04,3.41
"2019-04-01 00:00:00",Manitoba,"Returning emigrants",485,17750,0.04,2.73
"2019-04-01 00:00:00",Manitoba,"Net non-permanent residents",674,17750,0.05,3.80
"2019-04-01 00:00:00",Alberta,Immigrants,12419,61125,0.29,20.32
"2019-04-01 00:00:00",Alberta,"Net emigration",969,61125,0.02,1.59
"2019-04-01 00:00:00",Alberta,Emigrants,2818,61125,0.06,4.61
"2019-04-01 00:00:00",Alberta,"Returning emigrants",1849,61125,0.04,3.02
"2019-04-01 00:00:00",Alberta,"Net non-permanent residents",1354,61125,0.03,2.22
"2019-04-01 00:00:00","British Columbia",Immigrants,13686,88799,0.27,15.41
"2019-04-01 00:00:00","British Columbia","Net emigration",1406,88799,0.03,1.58
"2019-04-01 00:00:00","British Columbia",Emigrants,3640,88799,0.07,4.10
"2019-04-01 00:00:00","British Columbia","Returning emigrants",2234,88799,0.04,2.52
"2019-04-01 00:00:00","British Columbia","Net non-permanent residents",8986,88799,0.18,10.12
"2019-04-01 00:00:00","Northwest Territories",Immigrants,59,-374,0.13,-15.78
"2019-04-01 00:00:00","Northwest Territories","Net emigration",-4,-374,0.01,1.07
"2019-04-01 00:00:00","Northwest Territories",Emigrants,0,-374,0.00,0.00
"2019-04-01 00:00:00","Northwest Territories","Returning emigrants",4,-374,0.01,-1.07
"2019-04-01 00:00:00","Northwest Territories","Net non-permanent residents",-4,-374,0.01,1.07
"2019-07-01 00:00:00",Canada,Immigrants,103713,545875,0.28,19.00
"2019-07-01 00:00:00",Canada,"Net emigration",9073,545875,0.02,1.66
"2019-07-01 00:00:00",Canada,Emigrants,30675,545875,0.08,5.62
"2019-07-01 00:00:00",Canada,"Returning emigrants",21602,545875,0.06,3.96
"2019-07-01 00:00:00",Canada,"Net non-permanent residents",80029,545875,0.21,14.66
"2019-07-01 00:00:00","Newfoundland and Labrador",Immigrants,557,-759,0.11,-73.39
"2019-07-01 00:00:00","Newfoundland and Labrador","Net emigration",22,-759,0.00,-2.90
"2019-07-01 00:00:00","Newfoundland and Labrador",Emigrants,95,-759,0.02,-12.52
"2019-07-01 00:00:00","Newfoundland and Labrador","Returning emigrants",73,-759,0.01,-9.62
"2019-07-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",660,-759,0.13,-86.96
"2019-07-01 00:00:00","New Brunswick",Immigrants,1948,6890,0.25,28.27
"2019-07-01 00:00:00","New Brunswick","Net emigration",-15,6890,0.00,-0.22
"2019-07-01 00:00:00","New Brunswick",Emigrants,254,6890,0.03,3.69
"2019-07-01 00:00:00","New Brunswick","Returning emigrants",269,6890,0.03,3.90
"2019-07-01 00:00:00","New Brunswick","Net non-permanent residents",1231,6890,0.16,17.87
"2019-07-01 00:00:00",Manitoba,Immigrants,6105,17346,0.45,35.20
"2019-07-01 00:00:00",Manitoba,"Net emigration",355,17346,0.03,2.05
"2019-07-01 00:00:00",Manitoba,Emigrants,878,17346,0.06,5.06
"2019-07-01 00:00:00",Manitoba,"Returning emigrants",523,17346,0.04,3.02
"2019-07-01 00:00:00",Manitoba,"Net non-permanent residents",-552,17346,0.04,-3.18
"2019-07-01 00:00:00",Alberta,Immigrants,12700,62821,0.29,20.22
"2019-07-01 00:00:00",Alberta,"Net emigration",1510,62821,0.03,2.40
"2019-07-01 00:00:00",Alberta,Emigrants,4245,62821,0.10,6.76
"2019-07-01 00:00:00",Alberta,"Returning emigrants",2735,62821,0.06,4.35
"2019-07-01 00:00:00",Alberta,"Net non-permanent residents",2990,62821,0.07,4.76
"2019-07-01 00:00:00","British Columbia",Immigrants,15899,90043,0.31,17.66
"2019-07-01 00:00:00","British Columbia","Net emigration",1658,90043,0.03,1.84
"2019-07-01 00:00:00","British Columbia",Emigrants,5541,90043,0.11,6.15
"2019-07-01 00:00:00","British Columbia","Returning emigrants",3883,90043,0.08,4.31
"2019-07-01 00:00:00","British Columbia","Net non-permanent residents",16450,90043,0.32,18.27
"2019-07-01 00:00:00","Northwest Territories",Immigrants,47,-94,0.11,-50.00
"2019-07-01 00:00:00","Northwest Territories","Net emigration",2,-94,0.00,-2.13
"2019-07-01 00:00:00","Northwest Territories",Emigrants,14,-94,0.03,-14.89
"2019-07-01 00:00:00","Northwest Territories","Returning emigrants",12,-94,0.03,-12.77
"2019-07-01 00:00:00","Northwest Territories","Net non-permanent residents",16,-94,0.04,-17.02
"2019-10-01 00:00:00",Canada,Immigrants,77228,568677,0.20,13.58
"2019-10-01 00:00:00",Canada,"Net emigration",9555,568677,0.03,1.68
"2019-10-01 00:00:00",Canada,Emigrants,18852,568677,0.05,3.32
"2019-10-01 00:00:00",Canada,"Returning emigrants",9297,568677,0.02,1.63
"2019-10-01 00:00:00",Canada,"Net non-permanent residents",13947,568677,0.04,2.45
"2019-10-01 00:00:00","Newfoundland and Labrador",Immigrants,476,-484,0.09,-98.35
"2019-10-01 00:00:00","Newfoundland and Labrador","Net emigration",47,-484,0.01,-9.71
"2019-10-01 00:00:00","Newfoundland and Labrador",Emigrants,82,-484,0.02,-16.94
"2019-10-01 00:00:00","Newfoundland and Labrador","Returning emigrants",35,-484,0.01,-7.23
"2019-10-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",-165,-484,0.03,34.09
"2019-10-01 00:00:00","New Brunswick",Immigrants,1294,8114,0.17,15.95
"2019-10-01 00:00:00","New Brunswick","Net emigration",43,8114,0.01,0.53
"2019-10-01 00:00:00","New Brunswick",Emigrants,157,8114,0.02,1.93
"2019-10-01 00:00:00","New Brunswick","Returning emigrants",114,8114,0.01,1.40
"2019-10-01 00:00:00","New Brunswick","Net non-permanent residents",-529,8114,0.07,-6.52
"2019-10-01 00:00:00",Manitoba,Immigrants,4154,16028,0.30,25.92
"2019-10-01 00:00:00",Manitoba,"Net emigration",337,16028,0.02,2.10
"2019-10-01 00:00:00",Manitoba,Emigrants,576,16028,0.04,3.59
"2019-10-01 00:00:00",Manitoba,"Returning emigrants",239,16028,0.02,1.49
"2019-10-01 00:00:00",Manitoba,"Net non-permanent residents",43,16028,0.00,0.27
"2019-10-01 00:00:00",Alberta,Immigrants,10053,65421,0.23,15.37
"2019-10-01 00:00:00",Alberta,"Net emigration",1137,65421,0.03,1.74
"2019-10-01 00:00:00",Alberta,Emigrants,2252,65421,0.05,3.44
"2019-10-01 00:00:00",Alberta,"Returning emigrants",1115,65421,0.03,1.70
"2019-10-01 00:00:00",Alberta,"Net non-permanent residents",1197,65421,0.03,1.83
"2019-10-01 00:00:00","British Columbia",Immigrants,11797,95916,0.23,12.30
"2019-10-01 00:00:00","British Columbia","Net emigration",2527,95916,0.05,2.63
"2019-10-01 00:00:00","British Columbia",Emigrants,4304,95916,0.08,4.49
"2019-10-01 00:00:00","British Columbia","Returning emigrants",1777,95916,0.03,1.85
"2019-10-01 00:00:00","British Columbia","Net non-permanent residents",-4528,95916,0.09,-4.72
"2019-10-01 00:00:00","Northwest Territories",Immigrants,36,25,0.08,144.00
"2019-10-01 00:00:00","Northwest Territories","Net emigration",2,25,0.00,8.00
"2019-10-01 00:00:00","Northwest Territories",Emigrants,8,25,0.02,32.00
"2019-10-01 00:00:00","Northwest Territories","Returning emigrants",6,25,0.01,24.00
"2019-10-01 00:00:00","Northwest Territories","Net non-permanent residents",18,25,0.04,72.00
"2020-01-01 00:00:00",Canada,Immigrants,69140,591252,0.18,11.69
"2020-01-01 00:00:00",Canada,"Net emigration",10408,591252,0.03,1.76
"2020-01-01 00:00:00",Canada,Emigrants,20633,591252,0.05,3.49
"2020-01-01 00:00:00",Canada,"Returning emigrants",10225,591252,0.03,1.73
"2020-01-01 00:00:00",Canada,"Net non-permanent residents",6109,591252,0.02,1.03
"2020-01-01 00:00:00","Newfoundland and Labrador",Immigrants,361,-95,0.07,-380.00
"2020-01-01 00:00:00","Newfoundland and Labrador","Net emigration",34,-95,0.01,-35.79
"2020-01-01 00:00:00","Newfoundland and Labrador",Emigrants,70,-95,0.01,-73.68
"2020-01-01 00:00:00","Newfoundland and Labrador","Returning emigrants",36,-95,0.01,-37.89
"2020-01-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",-146,-95,0.03,153.68
"2020-01-01 00:00:00","New Brunswick",Immigrants,1077,7995,0.14,13.47
"2020-01-01 00:00:00","New Brunswick","Net emigration",8,7995,0.00,0.10
"2020-01-01 00:00:00","New Brunswick",Emigrants,119,7995,0.02,1.49
"2020-01-01 00:00:00","New Brunswick","Returning emigrants",111,7995,0.01,1.39
"2020-01-01 00:00:00","New Brunswick","Net non-permanent residents",-52,7995,0.01,-0.65
"2020-01-01 00:00:00",Manitoba,Immigrants,3019,15546,0.22,19.42
"2020-01-01 00:00:00",Manitoba,"Net emigration",267,15546,0.02,1.72
"2020-01-01 00:00:00",Manitoba,Emigrants,503,15546,0.04,3.24
"2020-01-01 00:00:00",Manitoba,"Returning emigrants",236,15546,0.02,1.52
"2020-01-01 00:00:00",Manitoba,"Net non-permanent residents",-392,15546,0.03,-2.52
"2020-01-01 00:00:00",Alberta,Immigrants,8478,68704,0.19,12.34
"2020-01-01 00:00:00",Alberta,"Net emigration",1381,68704,0.03,2.01
"2020-01-01 00:00:00",Alberta,Emigrants,2639,68704,0.06,3.84
"2020-01-01 00:00:00",Alberta,"Returning emigrants",1258,68704,0.03,1.83
"2020-01-01 00:00:00",Alberta,"Net non-permanent residents",-614,68704,0.01,-0.89
"2020-01-01 00:00:00","British Columbia",Immigrants,11035,95921,0.21,11.50
"2020-01-01 00:00:00","British Columbia","Net emigration",2521,95921,0.05,2.63
"2020-01-01 00:00:00","British Columbia",Emigrants,4426,95921,0.09,4.61
"2020-01-01 00:00:00","British Columbia","Returning emigrants",1905,95921,0.04,1.99
"2020-01-01 00:00:00","British Columbia","Net non-permanent residents",-1341,95921,0.03,-1.40
"2020-01-01 00:00:00","Northwest Territories",Immigrants,48,-142,0.11,-33.80
"2020-01-01 00:00:00","Northwest Territories","Net emigration",2,-142,0.00,-1.41
"2020-01-01 00:00:00","Northwest Territories",Emigrants,8,-142,0.02,-5.63
"2020-01-01 00:00:00","Northwest Territories","Returning emigrants",6,-142,0.01,-4.23
"2020-01-01 00:00:00","Northwest Territories","Net non-permanent residents",9,-142,0.02,-6.34
"2020-04-01 00:00:00",Canada,Immigrants,34072,569698,0.09,5.98
"2020-04-01 00:00:00",Canada,"Net emigration",2633,569698,0.01,0.46
"2020-04-01 00:00:00",Canada,Emigrants,7431,569698,0.02,1.30
"2020-04-01 00:00:00",Canada,"Returning emigrants",4798,569698,0.01,0.84
"2020-04-01 00:00:00",Canada,"Net non-permanent residents",-24820,569698,0.07,-4.36
"2020-04-01 00:00:00","Newfoundland and Labrador",Immigrants,171,-260,0.03,-65.77
"2020-04-01 00:00:00","Newfoundland and Labrador","Net emigration",7,-260,0.00,-2.69
"2020-04-01 00:00:00","Newfoundland and Labrador",Emigrants,23,-260,0.00,-8.85
"2020-04-01 00:00:00","Newfoundland and Labrador","Returning emigrants",16,-260,0.00,-6.15
"2020-04-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",-176,-260,0.03,67.69
"2020-04-01 00:00:00","New Brunswick",Immigrants,591,8235,0.08,7.18
"2020-04-01 00:00:00","New Brunswick","Net emigration",0,8235,0.00,0.00
"2020-04-01 00:00:00","New Brunswick",Emigrants,59,8235,0.01,0.72
"2020-04-01 00:00:00","New Brunswick","Returning emigrants",59,8235,0.01,0.72
"2020-04-01 00:00:00","New Brunswick","Net non-permanent residents",-11,8235,0.00,-0.13
"2020-04-01 00:00:00",Manitoba,Immigrants,1458,14614,0.11,9.98
"2020-04-01 00:00:00",Manitoba,"Net emigration",83,14614,0.01,0.57
"2020-04-01 00:00:00",Manitoba,Emigrants,195,14614,0.01,1.33
"2020-04-01 00:00:00",Manitoba,"Returning emigrants",112,14614,0.01,0.77
"2020-04-01 00:00:00",Manitoba,"Net non-permanent residents",-409,14614,0.03,-2.80
"2020-04-01 00:00:00",Alberta,Immigrants,4263,67886,0.10,6.28
"2020-04-01 00:00:00",Alberta,"Net emigration",427,67886,0.01,0.63
"2020-04-01 00:00:00",Alberta,Emigrants,1037,67886,0.02,1.53
"2020-04-01 00:00:00",Alberta,"Returning emigrants",610,67886,0.01,0.90
"2020-04-01 00:00:00",Alberta,"Net non-permanent residents",-3375,67886,0.08,-4.97
"2020-04-01 00:00:00","British Columbia",Immigrants,6064,89020,0.12,6.81
"2020-04-01 00:00:00","British Columbia","Net emigration",435,89020,0.01,0.49
"2020-04-01 00:00:00","British Columbia",Emigrants,1281,89020,0.02,1.44
"2020-04-01 00:00:00","British Columbia","Returning emigrants",846,89020,0.02,0.95
"2020-04-01 00:00:00","British Columbia","Net non-permanent residents",-9978,89020,0.19,-11.21
"2020-04-01 00:00:00","Northwest Territories",Immigrants,30,5,0.07,600.00
"2020-04-01 00:00:00","Northwest Territories","Net emigration",0,5,0.00,0.00
"2020-04-01 00:00:00","Northwest Territories",Emigrants,2,5,0.00,40.00
"2020-04-01 00:00:00","Northwest Territories","Returning emigrants",2,5,0.00,40.00
"2020-04-01 00:00:00","Northwest Territories","Net non-permanent residents",-51,5,0.11,-1020.00
"2020-07-01 00:00:00",Canada,Immigrants,40119,410143,0.11,9.78
"2020-07-01 00:00:00",Canada,"Net emigration",-78,410143,0.00,-0.02
"2020-07-01 00:00:00",Canada,Emigrants,17305,410143,0.05,4.22
"2020-07-01 00:00:00",Canada,"Returning emigrants",17383,410143,0.05,4.24
"2020-07-01 00:00:00",Canada,"Net non-permanent residents",-67698,410143,0.18,-16.51
"2020-07-01 00:00:00","Newfoundland and Labrador",Immigrants,135,-759,0.03,-17.79
"2020-07-01 00:00:00","Newfoundland and Labrador","Net emigration",9,-759,0.00,-1.19
"2020-07-01 00:00:00","Newfoundland and Labrador",Emigrants,89,-759,0.02,-11.73
"2020-07-01 00:00:00","Newfoundland and Labrador","Returning emigrants",80,-759,0.02,-10.54
"2020-07-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",-631,-759,0.12,83.14
"2020-07-01 00:00:00","New Brunswick",Immigrants,694,6045,0.09,11.48
"2020-07-01 00:00:00","New Brunswick","Net emigration",-43,6045,0.01,-0.71
"2020-07-01 00:00:00","New Brunswick",Emigrants,153,6045,0.02,2.53
"2020-07-01 00:00:00","New Brunswick","Returning emigrants",196,6045,0.03,3.24
"2020-07-01 00:00:00","New Brunswick","Net non-permanent residents",-604,6045,0.08,-9.99
"2020-07-01 00:00:00",Manitoba,Immigrants,2250,10099,0.16,22.28
"2020-07-01 00:00:00",Manitoba,"Net emigration",-39,10099,0.00,-0.39
"2020-07-01 00:00:00",Manitoba,Emigrants,412,10099,0.03,4.08
"2020-07-01 00:00:00",Manitoba,"Returning emigrants",451,10099,0.03,4.47
"2020-07-01 00:00:00",Manitoba,"Net non-permanent residents",-1925,10099,0.14,-19.06
"2020-07-01 00:00:00",Alberta,Immigrants,4895,52118,0.11,9.39
"2020-07-01 00:00:00",Alberta,"Net emigration",274,52118,0.01,0.53
"2020-07-01 00:00:00",Alberta,Emigrants,2368,52118,0.05,4.54
"2020-07-01 00:00:00",Alberta,"Returning emigrants",2094,52118,0.05,4.02
"2020-07-01 00:00:00",Alberta,"Net non-permanent residents",-5135,52118,0.12,-9.85
"2020-07-01 00:00:00","British Columbia",Immigrants,4888,65079,0.09,7.51
"2020-07-01 00:00:00","British Columbia","Net emigration",68,65079,0.00,0.10
"2020-07-01 00:00:00","British Columbia",Emigrants,2782,65079,0.05,4.27
"2020-07-01 00:00:00","British Columbia","Returning emigrants",2714,65079,0.05,4.17
"2020-07-01 00:00:00","British Columbia","Net non-permanent residents",-12917,65079,0.25,-19.85
"2020-07-01 00:00:00","Northwest Territories",Immigrants,21,62,0.05,33.87
"2020-07-01 00:00:00","Northwest Territories","Net emigration",-9,62,0.02,-14.52
"2020-07-01 00:00:00","Northwest Territories",Emigrants,6,62,0.01,9.68
"2020-07-01 00:00:00","Northwest Territories","Returning emigrants",15,62,0.03,24.19
"2020-07-01 00:00:00","Northwest Territories","Net non-permanent residents",-30,62,0.07,-48.39
"2020-10-01 00:00:00",Canada,Immigrants,41263,199244,0.11,20.71
"2020-10-01 00:00:00",Canada,"Net emigration",6272,199244,0.02,3.15
"2020-10-01 00:00:00",Canada,Emigrants,15038,199244,0.04,7.55
"2020-10-01 00:00:00",Canada,"Returning emigrants",8766,199244,0.02,4.40
"2020-10-01 00:00:00",Canada,"Net non-permanent residents",-9657,199244,0.03,-4.85
"2020-10-01 00:00:00","Newfoundland and Labrador",Immigrants,231,-2396,0.04,-9.64
"2020-10-01 00:00:00","Newfoundland and Labrador","Net emigration",31,-2396,0.01,-1.29
"2020-10-01 00:00:00","Newfoundland and Labrador",Emigrants,70,-2396,0.01,-2.92
"2020-10-01 00:00:00","Newfoundland and Labrador","Returning emigrants",39,-2396,0.01,-1.63
"2020-10-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",-192,-2396,0.04,8.01
"2020-10-01 00:00:00","New Brunswick",Immigrants,526,2907,0.07,18.09
"2020-10-01 00:00:00","New Brunswick","Net emigration",9,2907,0.00,0.31
"2020-10-01 00:00:00","New Brunswick",Emigrants,100,2907,0.01,3.44
"2020-10-01 00:00:00","New Brunswick","Returning emigrants",91,2907,0.01,3.13
"2020-10-01 00:00:00","New Brunswick","Net non-permanent residents",448,2907,0.06,15.41
"2020-10-01 00:00:00",Manitoba,Immigrants,1881,7925,0.14,23.74
"2020-10-01 00:00:00",Manitoba,"Net emigration",513,7925,0.04,6.47
"2020-10-01 00:00:00",Manitoba,Emigrants,828,7925,0.06,10.45
"2020-10-01 00:00:00",Manitoba,"Returning emigrants",315,7925,0.02,3.97
"2020-10-01 00:00:00",Manitoba,"Net non-permanent residents",948,7925,0.07,11.96
"2020-10-01 00:00:00",Alberta,Immigrants,5334,35153,0.12,15.17
"2020-10-01 00:00:00",Alberta,"Net emigration",1176,35153,0.03,3.35
"2020-10-01 00:00:00",Alberta,Emigrants,2283,35153,0.05,6.49
"2020-10-01 00:00:00",Alberta,"Returning emigrants",1107,35153,0.03,3.15
"2020-10-01 00:00:00",Alberta,"Net non-permanent residents",577,35153,0.01,1.64
"2020-10-01 00:00:00","British Columbia",Immigrants,6495,25849,0.13,25.13
"2020-10-01 00:00:00","British Columbia","Net emigration",1471,25849,0.03,5.69
"2020-10-01 00:00:00","British Columbia",Emigrants,2884,25849,0.06,11.16
"2020-10-01 00:00:00","British Columbia","Returning emigrants",1413,25849,0.03,5.47
"2020-10-01 00:00:00","British Columbia","Net non-permanent residents",-2906,25849,0.06,-11.24
"2020-10-01 00:00:00","Northwest Territories",Immigrants,25,-117,0.06,-21.37
"2020-10-01 00:00:00","Northwest Territories","Net emigration",-3,-117,0.01,2.56
"2020-10-01 00:00:00","Northwest Territories",Emigrants,4,-117,0.01,-3.42
"2020-10-01 00:00:00","Northwest Territories","Returning emigrants",7,-117,0.02,-5.98
"2020-10-01 00:00:00","Northwest Territories","Net non-permanent residents",13,-117,0.03,-11.11
"2021-01-01 00:00:00",Canada,Immigrants,70492,130083,0.19,54.19
"2021-01-01 00:00:00",Canada,"Net emigration",10498,130083,0.03,8.07
"2021-01-01 00:00:00",Canada,Emigrants,17184,130083,0.05,13.21
"2021-01-01 00:00:00",Canada,"Returning emigrants",6686,130083,0.02,5.14
"2021-01-01 00:00:00",Canada,"Net non-permanent residents",13627,130083,0.04,10.48
"2021-01-01 00:00:00","Newfoundland and Labrador",Immigrants,259,-2336,0.05,-11.09
"2021-01-01 00:00:00","Newfoundland and Labrador","Net emigration",56,-2336,0.01,-2.40
"2021-01-01 00:00:00","Newfoundland and Labrador",Emigrants,88,-2336,0.02,-3.77
"2021-01-01 00:00:00","Newfoundland and Labrador","Returning emigrants",32,-2336,0.01,-1.37
"2021-01-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",124,-2336,0.02,-5.31
"2021-01-01 00:00:00","New Brunswick",Immigrants,700,3896,0.09,17.97
"2021-01-01 00:00:00","New Brunswick","Net emigration",48,3896,0.01,1.23
"2021-01-01 00:00:00","New Brunswick",Emigrants,113,3896,0.01,2.90
"2021-01-01 00:00:00","New Brunswick","Returning emigrants",65,3896,0.01,1.67
"2021-01-01 00:00:00","New Brunswick","Net non-permanent residents",579,3896,0.07,14.86
"2021-01-01 00:00:00",Manitoba,Immigrants,3389,6571,0.24,51.58
"2021-01-01 00:00:00",Manitoba,"Net emigration",379,6571,0.03,5.77
"2021-01-01 00:00:00",Manitoba,Emigrants,580,6571,0.04,8.83
"2021-01-01 00:00:00",Manitoba,"Returning emigrants",201,6571,0.01,3.06
"2021-01-01 00:00:00",Manitoba,"Net non-permanent residents",916,6571,0.07,13.94
"2021-01-01 00:00:00",Alberta,Immigrants,6775,25380,0.15,26.69
"2021-01-01 00:00:00",Alberta,"Net emigration",1652,25380,0.04,6.51
"2021-01-01 00:00:00",Alberta,Emigrants,2499,25380,0.06,9.85
"2021-01-01 00:00:00",Alberta,"Returning emigrants",847,25380,0.02,3.34
"2021-01-01 00:00:00",Alberta,"Net non-permanent residents",1072,25380,0.02,4.22
"2021-01-01 00:00:00","British Columbia",Immigrants,10278,22962,0.20,44.76
"2021-01-01 00:00:00","British Columbia","Net emigration",2249,22962,0.04,9.79
"2021-01-01 00:00:00","British Columbia",Emigrants,3326,22962,0.06,14.48
"2021-01-01 00:00:00","British Columbia","Returning emigrants",1077,22962,0.02,4.69
"2021-01-01 00:00:00","British Columbia","Net non-permanent residents",4267,22962,0.08,18.58
"2021-01-01 00:00:00","Northwest Territories",Immigrants,33,-101,0.07,-32.67
"2021-01-01 00:00:00","Northwest Territories","Net emigration",-2,-101,0.00,1.98
"2021-01-01 00:00:00","Northwest Territories",Emigrants,2,-101,0.00,-1.98
"2021-01-01 00:00:00","Northwest Territories","Returning emigrants",4,-101,0.01,-3.96
"2021-01-01 00:00:00","Northwest Territories","Net non-permanent residents",23,-101,0.05,-22.77
"2021-04-01 00:00:00",Canada,Immigrants,74440,133977,0.20,55.56
"2021-04-01 00:00:00",Canada,"Net emigration",9034,133977,0.02,6.74
"2021-04-01 00:00:00",Canada,Emigrants,17100,133977,0.04,12.76
"2021-04-01 00:00:00",Canada,"Returning emigrants",8066,133977,0.02,6.02
"2021-04-01 00:00:00",Canada,"Net non-permanent residents",12009,133977,0.03,8.96
"2021-04-01 00:00:00","Newfoundland and Labrador",Immigrants,259,-1538,0.05,-16.84
"2021-04-01 00:00:00","Newfoundland and Labrador","Net emigration",51,-1538,0.01,-3.32
"2021-04-01 00:00:00","Newfoundland and Labrador",Emigrants,89,-1538,0.02,-5.79
"2021-04-01 00:00:00","Newfoundland and Labrador","Returning emigrants",38,-1538,0.01,-2.47
"2021-04-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",240,-1538,0.05,-15.60
"2021-04-01 00:00:00","New Brunswick",Immigrants,768,4490,0.10,17.10
"2021-04-01 00:00:00","New Brunswick","Net emigration",63,4490,0.01,1.40
"2021-04-01 00:00:00","New Brunswick",Emigrants,155,4490,0.02,3.45
"2021-04-01 00:00:00","New Brunswick","Returning emigrants",92,4490,0.01,2.05
"2021-04-01 00:00:00","New Brunswick","Net non-permanent residents",1044,4490,0.13,23.25
"2021-04-01 00:00:00",Manitoba,Immigrants,2659,9331,0.19,28.50
"2021-04-01 00:00:00",Manitoba,"Net emigration",271,9331,0.02,2.90
"2021-04-01 00:00:00",Manitoba,Emigrants,490,9331,0.04,5.25
"2021-04-01 00:00:00",Manitoba,"Returning emigrants",219,9331,0.02,2.35
"2021-04-01 00:00:00",Manitoba,"Net non-permanent residents",540,9331,0.04,5.79
"2021-04-01 00:00:00",Alberta,Immigrants,7018,20162,0.16,34.81
"2021-04-01 00:00:00",Alberta,"Net emigration",1476,20162,0.03,7.32
"2021-04-01 00:00:00",Alberta,Emigrants,2488,20162,0.06,12.34
"2021-04-01 00:00:00",Alberta,"Returning emigrants",1012,20162,0.02,5.02
"2021-04-01 00:00:00",Alberta,"Net non-permanent residents",-1013,20162,0.02,-5.02
